16,63624,21.148924005610994,0.6198349671175084,40,Purple New Huge Boat,1
17,154432,17.32757363253857,0.4880903953017192,126,Black Wooden Fun Coffee Cup,1
18,152785,17.40165901472794,0.5065886734389933,119,Purple Tiny Big Marker,1
19,177536,16.87489069189181,0.5349308812083085,140,Onyx Tiny Bad Coffee Cup,1
20,177316,16.745744528139376,0.5718896166495416,140,Golden Amazing New Pencil,1
21,164804,16.284980237154148,0.538060908834,140,White Big Small Table,1
22,159157,17.25978879242099,0.5498429711149996,119,8 Obsidian Amazing Tiny Markers,1
23,154898,15.773277340360966,0.5728524282759894,126,Green New Amazing Boat,1
24,156829,17.573648883360793,0.5405377146223712,133,Blue Amazing Huge Boot,1
25,33208,25.451228952229126,0.6444847442857311,15,Onyx Fun Steel Boot,1
